type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
CASH_IN,David,Eve,5967.36,39989.1,34021.74,10381.52,16348.880000000001,1,1234-5678-9012-0973,2024-07-28 16:29:14.567563
TRANSFER,Jane,Bob,5705.49,15735.59,10030.1,13761.26,19466.75,1,1234-5678-9012-0316,2024-08-22 16:29:14.567563
DEBIT,Bob,David,6472.51,5194.03,-1278.4800000000005,7281.81,13754.32,1,1234-5678-9012-0485,2024-05-22 16:29:14.567563
TRANSFER,David,Jane,8079.04,26220.7,18141.66,45913.04,53992.08,1,1234-5678-9012-0036,2024-03-07 16:29:14.567563
CASH_IN,Bob,Charlie,8689.88,1943.34,-6746.539999999999,38079.17,46769.049999999996,1,1234-5678-9012-0389,2024-09-13 16:29:14.567563
CASH_IN,Jane,Charlie,7125.67,49311.29,42185.62,25019.93,32145.6,1,1234-5678-9012-0433,2024-02-25 16:29:14.567563
DEBIT,John,Eve,2995.06,29149.23,26154.17,11284.16,14279.22,1,1234-5678-9012-0378,2023-11-02 16:29:14.567563
TRANSFER,David,Jane,6094.15,35841.42,29747.269999999997,15465.24,21559.39,1,1234-5678-9012-0113,2023-11-26 16:29:14.567563
DEBIT,Alice,Bob,1708.41,47639.6,45931.189999999995,18381.38,20089.79,1,1234-5678-9012-0874,2024-07-02 16:29:14.567563
CASH_IN,John,David,6532.31,3099.48,-3432.8300000000004,37091.37,43623.68,1,1234-5678-9012-0331,2023-12-01 16:29:14.567563
TRANSFER,Eve,John,4551.33,6972.18,2420.8500000000004,21630.48,26181.809999999998,1,1234-5678-9012-0765,2024-05-02 16:29:14.567563
CASH_IN,John,Charlie,5471.52,38834.48,33362.96000000001,35179.3,40650.82000000001,1,1234-5678-9012-0405,2024-03-07 16:29:14.567563
TRANSFER,Bob,Jane,8574.91,20432.48,11857.57,31162.48,39737.39,1,1234-5678-9012-0728,2023-12-08 16:29:14.567563
CASH_OUT,Bob,David,5740.17,19453.78,13713.609999999999,19433.46,25173.629999999997,1,1234-5678-9012-0359,2024-03-30 16:29:14.567563
PAYMENT,Charlie,Alice,1562.21,29155.58,27593.370000000003,23506.27,25068.48,1,1234-5678-9012-0594,2023-12-16 16:29:14.567563
CASH_OUT,David,Jane,4409.2,9471.64,5062.44,1336.53,5745.73,1,1234-5678-9012-0624,2024-03-17 16:29:14.567563
PAYMENT,Eve,Alice,9963.2,8762.2,-1201.0,4256.19,14219.39,1,1234-5678-9012-0222,2024-07-25 16:29:14.567563
TRANSFER,Jane,David,3826.14,26380.8,22554.66,7966.37,11792.51,1,1234-5678-9012-0099,2024-03-11 16:29:14.567563
TRANSFER,John,Jane,9038.77,33392.69,24353.920000000002,32931.95,41970.72,1,1234-5678-9012-0065,2024-05-14 16:29:14.567563
PAYMENT,Eve,Charlie,4712.81,17304.25,12591.439999999999,30337.64,35050.45,0,1234-5678-9012-0285,2023-12-14 16:29:14.568565
DEBIT,John,David,2372.48,16256.95,13884.470000000001,47266.47,49638.950000000004,1,1234-5678-9012-0598,2023-11-19 16:29:14.568565
PAYMENT,Alice,John,6485.5,38916.91,32431.410000000003,8778.39,15263.89,1,1234-5678-9012-0712,2024-03-30 16:29:14.568565
DEBIT,Eve,Alice,8339.76,29850.69,21510.93,28904.52,37244.28,1,1234-5678-9012-0639,2024-05-02 16:29:14.568565
PAYMENT,David,Eve,1661.67,24428.54,22766.870000000003,32328.99,33990.66,1,1234-5678-9012-0043,2024-08-09 16:29:14.568565
DEBIT,Alice,Jane,1201.83,30525.63,29323.800000000003,12560.89,13762.72,1,1234-5678-9012-0274,2024-06-05 16:29:14.568565
PAYMENT,David,John,5702.04,43884.88,38182.84,12201.56,17903.6,1,1234-5678-9012-0182,2024-02-01 16:29:14.568565
DEBIT,David,Eve,757.23,13324.75,12567.52,26674.12,27431.35,1,1234-5678-9012-0944,2024-04-01 16:29:14.568565
CASH_IN,Jane,John,4648.36,42042.7,37394.34,29673.27,34321.63,1,1234-5678-9012-0674,2024-08-17 16:29:14.568565
PAYMENT,Alice,Bob,9615.25,46993.54,37378.29,6999.53,16614.78,1,1234-5678-9012-0054,2023-12-29 16:29:14.568565
TRANSFER,Charlie,Alice,909.86,29786.71,28876.85,12168.02,13077.880000000001,1,1234-5678-9012-0936,2024-07-18 16:29:14.568565
PAYMENT,David,Charlie,1067.95,29685.18,28617.23,4198.72,5266.67,1,1234-5678-9012-0449,2024-07-01 16:29:14.568565
PAYMENT,Bob,Eve,5174.57,30181.21,25006.64,13499.79,18674.36,1,1234-5678-9012-0513,2024-02-05 16:29:14.568565
TRANSFER,Bob,Charlie,4397.95,47307.51,42909.560000000005,22773.05,27171.0,1,1234-5678-9012-0887,2023-11-01 16:29:14.568565
CASH_OUT,John,David,9089.17,11738.33,2649.16,8083.39,17172.56,1,1234-5678-9012-0407,2023-12-07 16:29:14.568565
DEBIT,John,Bob,4822.22,48569.53,43747.31,29066.67,33888.89,1,1234-5678-9012-0959,2024-04-02 16:29:14.568565
DEBIT,David,Jane,326.53,22499.64,22173.11,49289.7,49616.229999999996,1,1234-5678-9012-0216,2024-07-14 16:29:14.568565
CASH_IN,David,Bob,7246.81,37476.49,30229.679999999997,4437.37,11684.18,1,1234-5678-9012-0216,2024-09-23 16:29:14.568565
CASH_OUT,Alice,John,5310.12,24296.68,18986.56,35060.63,40370.75,1,1234-5678-9012-0326,2024-09-01 16:29:14.568565
CASH_IN,Alice,David,6834.85,14230.86,7396.01,39599.91,46434.76,1,1234-5678-9012-0408,2023-11-08 16:29:14.568565
CASH_OUT,Eve,Alice,6473.42,39764.8,33291.380000000005,24331.7,30805.120000000003,1,1234-5678-9012-0608,2023-10-02 16:29:14.568565
CASH_IN,Jane,Bob,5550.15,17327.91,11777.76,22699.64,28249.79,1,1234-5678-9012-0463,2024-06-06 16:29:14.568565
DEBIT,David,Jane,6961.19,4777.11,-2184.08,47562.32,54523.51,1,1234-5678-9012-0668,2024-05-19 16:29:14.568565
CASH_OUT,David,Jane,7429.85,49070.98,41641.130000000005,35760.8,43190.65,1,1234-5678-9012-0522,2024-01-05 16:29:14.568565
PAYMENT,John,Alice,7701.43,18563.95,10862.52,9866.85,17568.28,1,1234-5678-9012-0260,2024-02-03 16:29:14.568565
CASH_IN,Bob,Jane,565.04,5256.9,4691.86,36213.68,36778.72,1,1234-5678-9012-0682,2023-11-22 16:29:14.568565
CASH_OUT,David,Charlie,9468.77,49277.47,39808.7,9458.37,18927.14,1,1234-5678-9012-0754,2024-04-20 16:29:14.568565
DEBIT,Alice,Eve,5178.64,15592.56,10413.919999999998,15774.38,20953.02,1,1234-5678-9012-0344,2024-08-17 16:29:14.568565
DEBIT,Alice,Eve,8339.46,10783.2,2443.7400000000016,10941.95,19281.41,1,1234-5678-9012-0081,2024-01-02 16:29:14.568565
CASH_OUT,John,David,603.35,43413.72,42810.37,27996.31,28599.66,1,1234-5678-9012-0791,2024-07-25 16:29:14.568565
CASH_OUT,John,Alice,6706.38,8756.47,2050.0899999999992,47980.78,54687.159999999996,1,1234-5678-9012-0884,2023-10-28 16:29:14.568565
DEBIT,Alice,Eve,2580.69,27527.98,24947.29,17000.76,19581.449999999997,1,1234-5678-9012-0417,2024-09-15 16:29:14.568565
CASH_IN,Charlie,David,4571.58,12554.96,7983.379999999999,6141.72,10713.3,1,1234-5678-9012-0108,2024-06-25 16:29:14.568565
CASH_OUT,John,Eve,7026.44,49914.9,42888.46,1380.27,8406.71,1,1234-5678-9012-0415,2024-07-10 16:29:14.568565
DEBIT,Eve,David,1375.95,43982.59,42606.64,13808.34,15184.29,1,1234-5678-9012-0704,2024-03-16 16:29:14.568565
DEBIT,Eve,Charlie,5862.01,33509.13,27647.119999999995,23217.47,29079.480000000003,1,1234-5678-9012-0579,2024-02-24 16:29:14.568565
PAYMENT,Eve,Bob,6297.57,285.62,-6011.95,46850.49,53148.06,1,1234-5678-9012-0602,2023-11-30 16:29:14.568565
CASH_OUT,Eve,John,1625.01,11338.91,9713.9,38833.73,40458.740000000005,1,1234-5678-9012-0349,2023-12-26 16:29:14.568565
PAYMENT,Alice,Jane,7139.77,36013.28,28873.51,47492.55,54632.32000000001,1,1234-5678-9012-0783,2024-06-28 16:29:14.568565
PAYMENT,John,Alice,2248.9,39638.94,37390.04,49572.0,51820.9,1,1234-5678-9012-0875,2024-05-10 16:29:14.568565
DEBIT,Eve,Alice,784.82,33896.03,33111.21,24214.53,24999.35,1,1234-5678-9012-0802,2024-07-08 16:29:14.568565
CASH_IN,Bob,Charlie,8373.37,32149.29,23775.92,43871.52,52244.89,1,1234-5678-9012-0774,2024-03-18 16:29:14.568565
PAYMENT,David,Charlie,2005.91,9930.87,7924.960000000001,48917.19,50923.100000000006,1,1234-5678-9012-0974,2024-06-26 16:29:14.568565
CASH_IN,Bob,Eve,5908.93,41779.36,35870.43,31988.49,37897.42,1,1234-5678-9012-0015,2023-10-26 16:29:14.568565
DEBIT,Bob,John,792.45,16720.69,15928.239999999998,38399.75,39192.2,1,1234-5678-9012-0935,2024-07-15 16:29:14.568565
CASH_IN,Charlie,Bob,5489.43,29060.61,23571.18,23068.45,28557.88,1,1234-5678-9012-0587,2024-02-24 16:29:14.568565
CASH_IN,Eve,David,7640.49,4120.31,-3520.1799999999994,23632.21,31272.699999999997,1,1234-5678-9012-0067,2024-05-20 16:29:14.568565
CASH_IN,Alice,John,8344.22,17569.9,9225.680000000002,41728.31,50072.53,1,1234-5678-9012-0063,2024-06-27 16:29:14.568565
CASH_IN,David,Eve,3917.32,1663.69,-2253.63,31621.76,35539.08,0,1234-5678-9012-0581,2024-04-17 16:29:14.568565
CASH_IN,Eve,Alice,3727.38,9945.37,6217.990000000001,29416.59,33143.97,1,1234-5678-9012-0609,2024-02-13 16:29:14.568565
PAYMENT,David,Alice,229.29,10947.65,10718.359999999999,7300.39,7529.68,1,1234-5678-9012-0787,2023-12-02 16:29:14.568565
DEBIT,Bob,Alice,2989.22,14150.21,11160.99,47318.72,50307.94,1,1234-5678-9012-0068,2024-08-14 16:29:14.568565
PAYMENT,John,Eve,3667.79,49967.02,46299.229999999996,25294.69,28962.48,1,1234-5678-9012-0034,2024-01-03 16:29:14.568565
CASH_OUT,Bob,Eve,7011.21,11114.65,4103.44,44695.95,51707.159999999996,1,1234-5678-9012-0651,2024-01-10 16:29:14.568565
CASH_IN,Bob,Eve,4910.64,29201.73,24291.09,22282.78,27193.42,1,1234-5678-9012-0175,2024-02-14 16:29:14.568565
TRANSFER,John,Charlie,6308.95,39772.96,33464.01,20369.53,26678.48,1,1234-5678-9012-0345,2024-01-23 16:29:14.568565
PAYMENT,David,Bob,2571.98,9312.02,6740.040000000001,45454.72,48026.700000000004,1,1234-5678-9012-0551,2024-06-08 16:29:14.568565
CASH_OUT,David,Eve,1364.33,5615.75,4251.42,3070.38,4434.71,1,1234-5678-9012-0612,2024-06-30 16:29:14.568565
DEBIT,John,Jane,7647.42,42802.36,35154.94,44004.1,51651.52,1,1234-5678-9012-0168,2024-03-13 16:29:14.568565
PAYMENT,David,Eve,519.14,36993.45,36474.31,1748.88,2268.02,1,1234-5678-9012-0463,2023-10-11 16:29:14.568565
PAYMENT,Alice,John,4510.42,10803.38,6292.959999999999,12361.78,16872.2,1,1234-5678-9012-0999,2024-08-21 16:29:14.569595
PAYMENT,David,John,5723.4,36341.16,30617.760000000002,9648.32,15371.72,1,1234-5678-9012-0055,2024-02-16 16:29:14.569595
TRANSFER,Jane,David,201.94,35130.15,34928.21,43557.58,43759.520000000004,1,1234-5678-9012-0095,2023-11-16 16:29:14.569595
PAYMENT,Alice,Bob,9814.3,29824.35,20010.05,5194.16,15008.46,1,1234-5678-9012-0533,2024-05-15 16:29:14.569595
CASH_IN,Charlie,David,8144.72,25391.17,17246.449999999997,28096.12,36240.84,1,1234-5678-9012-0427,2024-05-02 16:29:14.569595
CASH_IN,Bob,John,1018.12,30308.75,29290.63,22399.91,23418.03,1,1234-5678-9012-0045,2024-05-30 16:29:14.569595
TRANSFER,Bob,Charlie,7857.6,31922.56,24064.96,11290.7,19148.300000000003,1,1234-5678-9012-0521,2024-03-22 16:29:14.569595
DEBIT,Bob,Charlie,9036.64,9970.71,934.0699999999997,962.32,9998.96,1,1234-5678-9012-0375,2023-12-30 16:29:14.569595
CASH_IN,David,Jane,3349.07,12551.73,9202.66,47663.94,51013.01,1,1234-5678-9012-0942,2024-09-23 16:29:14.569595
CASH_IN,Alice,Eve,8989.13,48530.49,39541.36,16090.04,25079.17,1,1234-5678-9012-0412,2024-06-23 16:29:14.569595
DEBIT,Jane,Alice,7365.41,5370.96,-1994.4499999999998,26160.09,33525.5,0,1234-5678-9012-0656,2024-08-30 16:29:14.569595
TRANSFER,Alice,Bob,2579.65,4891.57,2311.9199999999996,20473.89,23053.54,1,1234-5678-9012-0729,2024-07-07 16:29:14.569595
CASH_IN,Eve,Alice,2358.3,16967.85,14609.55,1510.89,3869.1900000000005,1,1234-5678-9012-0274,2024-02-24 16:29:14.569595
CASH_OUT,Bob,John,7785.0,17585.12,9800.119999999999,7660.38,15445.380000000001,1,1234-5678-9012-0961,2024-04-15 16:29:14.569595
CASH_IN,John,Jane,9098.97,23315.82,14216.85,33940.56,43039.53,1,1234-5678-9012-0677,2024-09-09 16:29:14.569806
TRANSFER,Jane,David,8012.21,38347.32,30335.11,36104.36,44116.57,1,1234-5678-9012-0733,2024-02-12 16:29:14.569806
DEBIT,Charlie,John,2329.61,20899.86,18570.25,44535.78,46865.39,1,1234-5678-9012-0390,2023-10-17 16:29:14.569806
CASH_OUT,Charlie,David,5725.33,41085.01,35359.68,12129.27,17854.6,1,1234-5678-9012-0169,2024-09-03 16:29:14.569806
PAYMENT,David,Eve,6177.55,6157.93,-19.61999999999989,38875.65,45053.200000000004,1,1234-5678-9012-0575,2024-04-01 16:29:14.569806
TRANSFER,John,Bob,8668.53,17122.98,8454.449999999999,22598.33,31266.86,1,1234-5678-9012-0114,2023-10-08 16:29:14.569806
DEBIT,John,David,5443.91,1608.68,-3835.2299999999996,43825.84,49269.75,1,1234-5678-9012-0776,2024-04-21 16:29:14.569806
CASH_OUT,John,Jane,8925.53,2212.1,-6713.43,17263.29,26188.82,1,1234-5678-9012-0801,2024-08-17 16:29:14.569806
TRANSFER,Charlie,Bob,8654.89,36111.06,27456.17,5566.3,14221.189999999999,1,1234-5678-9012-0390,2024-03-02 16:29:14.569806
DEBIT,David,Bob,791.54,25666.3,24874.76,32051.09,32842.63,1,1234-5678-9012-0155,2023-11-13 16:29:14.569806
CASH_IN,Alice,Eve,1610.29,23919.98,22309.69,22402.69,24012.98,1,1234-5678-9012-0783,2023-12-26 16:29:14.569806
DEBIT,John,Jane,3867.1,1403.32,-2463.7799999999997,37076.0,40943.1,1,1234-5678-9012-0791,2024-04-12 16:29:14.569806
PAYMENT,Bob,John,7175.91,40504.26,33328.350000000006,10669.48,17845.39,0,1234-5678-9012-0049,2024-01-30 16:29:14.569806
CASH_IN,Eve,Alice,3206.92,30245.94,27039.019999999997,17249.35,20456.269999999997,1,1234-5678-9012-0337,2023-10-05 16:29:14.569806
TRANSFER,Bob,David,4020.27,35803.04,31782.77,36794.71,40814.979999999996,1,1234-5678-9012-0452,2023-10-10 16:29:14.569806
CASH_OUT,Jane,Eve,6155.53,35464.22,29308.690000000002,24238.72,30394.25,1,1234-5678-9012-0860,2023-12-07 16:29:14.569806
PAYMENT,Bob,Jane,2140.19,35673.85,33533.659999999996,30585.34,32725.53,1,1234-5678-9012-0614,2024-06-11 16:29:14.569806
PAYMENT,Alice,Eve,9764.03,26258.77,16494.739999999998,17858.87,27622.9,1,1234-5678-9012-0509,2024-08-31 16:29:14.569806
CASH_IN,David,John,3819.47,10332.04,6512.5700000000015,48377.15,52196.62,1,1234-5678-9012-0143,2024-06-18 16:29:14.569806
CASH_IN,John,David,2735.98,35210.81,32474.829999999998,48430.36,51166.340000000004,1,1234-5678-9012-0314,2024-08-15 16:29:14.569806
CASH_OUT,Jane,Eve,6458.77,36344.18,29885.41,25825.68,32284.45,1,1234-5678-9012-0215,2024-05-31 16:29:14.569806
CASH_IN,Bob,Charlie,3127.16,27910.06,24782.9,9622.0,12749.16,1,1234-5678-9012-0817,2024-05-14 16:29:14.569806
TRANSFER,Bob,David,1002.44,20546.54,19544.100000000002,31200.55,32202.989999999998,1,1234-5678-9012-0921,2023-11-19 16:29:14.569806
PAYMENT,Eve,Alice,6775.28,7856.29,1081.0100000000002,27956.25,34731.53,1,1234-5678-9012-0191,2023-10-21 16:29:14.569806
DEBIT,John,David,7916.1,41135.43,33219.33,25682.62,33598.72,1,1234-5678-9012-0199,2024-07-16 16:29:14.569806
DEBIT,Charlie,John,2527.98,19930.47,17402.49,29935.57,32463.55,1,1234-5678-9012-0146,2024-03-06 16:29:14.569806
CASH_IN,John,Charlie,326.58,45842.38,45515.799999999996,33939.84,34266.42,1,1234-5678-9012-0957,2023-11-22 16:29:14.569806
PAYMENT,David,Bob,2768.33,5198.87,2430.54,35414.15,38182.48,1,1234-5678-9012-0522,2024-06-08 16:29:14.569806
TRANSFER,Charlie,Jane,8790.79,37393.21,28602.42,16085.5,24876.29,1,1234-5678-9012-0231,2024-02-10 16:29:14.569806
DEBIT,Alice,John,3712.98,11427.46,7714.48,48487.99,52200.97,1,1234-5678-9012-0244,2024-06-21 16:29:14.569806
TRANSFER,David,Charlie,2197.27,20492.06,18294.79,29751.32,31948.59,1,1234-5678-9012-0378,2023-12-12 16:29:14.569806
TRANSFER,Jane,Charlie,9734.38,3887.32,-5847.0599999999995,14750.51,24484.89,1,1234-5678-9012-0275,2024-03-15 16:29:14.569806
CASH_OUT,John,Charlie,7859.17,43256.13,35396.96,38407.33,46266.5,1,1234-5678-9012-0123,2024-04-03 16:29:14.569806
DEBIT,John,David,7411.57,326.62,-7084.95,16376.75,23788.32,1,1234-5678-9012-0114,2024-03-19 16:29:14.569806
CASH_IN,John,Eve,5428.31,26582.74,21154.43,49724.35,55152.659999999996,1,1234-5678-9012-0685,2024-03-14 16:29:14.569806
CASH_IN,Eve,John,2734.83,29923.46,27188.629999999997,26918.68,29653.510000000002,1,1234-5678-9012-0259,2023-10-28 16:29:14.569806
CASH_OUT,Alice,Jane,1447.41,23772.79,22325.38,24476.03,25923.44,1,1234-5678-9012-0823,2023-09-28 16:29:14.569806
DEBIT,Jane,Charlie,9616.33,25162.58,15546.250000000002,22844.36,32460.690000000002,1,1234-5678-9012-0026,2024-04-10 16:29:14.569806
CASH_IN,Eve,Jane,9429.92,48951.06,39521.14,40731.1,50161.02,1,1234-5678-9012-0870,2024-05-19 16:29:14.569806
CASH_OUT,Charlie,Bob,2733.13,8742.07,6008.94,9250.57,11983.7,1,1234-5678-9012-0679,2024-09-11 16:29:14.569806
CASH_IN,Charlie,Alice,1539.96,45038.06,43498.1,7345.7,8885.66,1,1234-5678-9012-0693,2024-04-29 16:29:14.569806
DEBIT,Alice,Eve,9208.98,26831.95,17622.97,23150.24,32359.22,1,1234-5678-9012-0700,2024-02-12 16:29:14.569806
CASH_OUT,Jane,David,2410.9,14227.42,11816.52,16338.85,18749.75,0,1234-5678-9012-0122,2024-05-24 16:29:14.569806
CASH_IN,Eve,Charlie,287.92,36295.4,36007.48,36563.57,36851.49,1,1234-5678-9012-0634,2024-08-05 16:29:14.569806
CASH_OUT,Bob,Charlie,270.87,7539.51,7268.64,11221.66,11492.53,1,1234-5678-9012-0663,2024-04-08 16:29:14.569806
CASH_OUT,David,Alice,7782.32,5404.46,-2377.8599999999997,8613.37,16395.690000000002,1,1234-5678-9012-0004,2024-04-29 16:29:14.569806
CASH_OUT,Charlie,John,7915.75,46055.71,38139.96,15623.81,23539.559999999998,1,1234-5678-9012-0087,2024-02-09 16:29:14.569806
PAYMENT,Bob,John,9462.44,48874.27,39411.829999999994,24435.38,33897.82,1,1234-5678-9012-0316,2024-06-25 16:29:14.569806
CASH_IN,John,Alice,9727.07,17136.63,7409.560000000001,39079.06,48806.13,1,1234-5678-9012-0283,2023-11-22 16:29:14.569806
CASH_OUT,Bob,John,1832.39,1688.8,-143.59000000000015,18095.41,19927.8,1,1234-5678-9012-0057,2024-07-31 16:29:14.569806
PAYMENT,Alice,Eve,3004.37,1693.09,-1311.28,11567.47,14571.84,1,1234-5678-9012-0095,2024-05-06 16:29:14.569806
CASH_IN,Bob,Eve,7282.97,44218.11,36935.14,12536.91,19819.88,1,1234-5678-9012-0264,2024-04-24 16:29:14.569806
CASH_OUT,Alice,John,3441.56,3638.6,197.03999999999996,6482.81,9924.37,0,1234-5678-9012-0237,2024-09-03 16:29:14.569806
PAYMENT,Bob,John,441.72,41613.07,41171.35,4575.26,5016.9800000000005,1,1234-5678-9012-0618,2024-06-19 16:29:14.569806
TRANSFER,Jane,Eve,5665.11,39648.05,33982.94,20656.35,26321.46,1,1234-5678-9012-0200,2024-03-02 16:29:14.569806
TRANSFER,Charlie,Bob,4124.84,45481.88,41357.03999999999,39344.51,43469.350000000006,1,1234-5678-9012-0025,2024-05-28 16:29:14.569806
PAYMENT,Eve,Bob,2467.75,49250.13,46782.38,11194.56,13662.31,1,1234-5678-9012-0967,2024-06-04 16:29:14.569806
CASH_OUT,Alice,John,5215.51,33305.23,28089.72,21744.26,26959.769999999997,1,1234-5678-9012-0045,2024-07-06 16:29:14.570815
TRANSFER,Jane,Alice,491.04,29900.99,29409.95,20931.74,21422.780000000002,1,1234-5678-9012-0206,2024-05-31 16:29:14.570815
CASH_IN,John,Eve,2116.15,8573.3,6457.15,12620.33,14736.48,1,1234-5678-9012-0126,2024-01-04 16:29:14.570815
DEBIT,Jane,Charlie,5227.49,22452.02,17224.53,8443.89,13671.38,1,1234-5678-9012-0082,2024-03-30 16:29:14.570815
CASH_IN,David,Alice,9393.49,13479.32,4085.83,39875.6,49269.09,1,1234-5678-9012-0726,2024-02-19 16:29:14.570815
CASH_IN,Eve,David,1269.42,40428.49,39159.07,12941.86,14211.28,1,1234-5678-9012-0496,2024-08-29 16:29:14.570815
DEBIT,John,David,2653.02,45454.06,42801.04,17446.43,20099.45,1,1234-5678-9012-0603,2024-02-14 16:29:14.570815
CASH_OUT,Alice,Jane,1844.21,48136.25,46292.04,8756.86,10601.07,1,1234-5678-9012-0461,2024-02-26 16:29:14.570815
CASH_IN,Jane,David,2975.85,28620.77,25644.920000000002,12335.77,15311.62,1,1234-5678-9012-0584,2024-02-22 16:29:14.570815
TRANSFER,John,Bob,871.71,7200.68,6328.97,15152.65,16024.36,1,1234-5678-9012-0633,2024-09-09 16:29:14.570815
CASH_IN,Jane,David,4320.56,28058.12,23737.559999999998,3522.1,7842.66,1,1234-5678-9012-0044,2024-03-01 16:29:14.570815
DEBIT,Jane,John,1578.86,12660.85,11081.99,31918.42,33497.28,1,1234-5678-9012-0569,2023-10-14 16:29:14.570815
DEBIT,Bob,Jane,4354.1,17369.84,13015.74,48150.1,52504.2,1,1234-5678-9012-0600,2024-06-05 16:29:14.570815
PAYMENT,Jane,Eve,7886.85,12150.09,4263.24,9778.4,17665.25,1,1234-5678-9012-0402,2024-03-14 16:29:14.570815
TRANSFER,John,Eve,6675.71,11929.2,5253.490000000001,41031.34,47707.049999999996,1,1234-5678-9012-0755,2024-01-09 16:29:14.570815
CASH_OUT,Jane,John,3457.22,20012.94,16555.719999999998,40545.11,44002.33,1,1234-5678-9012-0167,2024-06-13 16:29:14.570815
CASH_IN,David,Alice,1516.83,8153.63,6636.8,39372.08,40888.91,1,1234-5678-9012-0736,2024-01-19 16:29:14.570815
CASH_IN,John,Alice,518.64,21988.91,21470.27,43315.54,43834.18,1,1234-5678-9012-0265,2024-01-21 16:29:14.570815
CASH_IN,Jane,David,9412.99,21818.24,12405.250000000002,34262.39,43675.38,1,1234-5678-9012-0431,2024-03-29 16:29:14.570815
CASH_OUT,Eve,Bob,6999.88,28065.49,21065.61,19346.42,26346.3,1,1234-5678-9012-0275,2023-10-18 16:29:14.570815
CASH_OUT,Bob,Charlie,9005.63,8016.79,-988.8399999999992,15401.81,24407.44,1,1234-5678-9012-0334,2024-04-05 16:29:14.570815
DEBIT,Alice,John,3505.8,48845.96,45340.159999999996,23089.69,26595.489999999998,1,1234-5678-9012-0823,2023-09-28 16:29:14.570815
CASH_OUT,Alice,Bob,8485.83,25057.15,16571.32,25561.97,34047.8,1,1234-5678-9012-0004,2024-03-02 16:29:14.570815
PAYMENT,Charlie,John,9891.86,18882.89,8991.029999999999,28910.32,38802.18,1,1234-5678-9012-0220,2024-05-24 16:29:14.570815
DEBIT,Eve,John,2045.08,21.87,-2023.21,14296.14,16341.22,1,1234-5678-9012-0488,2023-11-26 16:29:14.570815
TRANSFER,Charlie,Bob,9485.4,19392.01,9906.609999999999,7747.54,17232.94,1,1234-5678-9012-0453,2023-11-04 16:29:14.570815
CASH_IN,David,Eve,914.8,19231.43,18316.63,48457.39,49372.19,1,1234-5678-9012-0540,2024-01-03 16:29:14.570815
TRANSFER,Eve,Jane,2059.41,14875.6,12816.19,8284.84,10344.25,0,1234-5678-9012-0809,2023-12-09 16:29:14.570815
PAYMENT,David,Jane,2567.07,30300.65,27733.58,18969.7,21536.77,1,1234-5678-9012-0857,2023-12-29 16:29:14.570815
PAYMENT,David,Alice,1690.17,14727.12,13036.95,13248.66,14938.83,1,1234-5678-9012-0738,2024-02-14 16:29:14.570815
PAYMENT,Alice,Bob,2847.27,35943.84,33096.57,21602.96,24450.23,1,1234-5678-9012-0043,2024-03-19 16:29:14.570815
PAYMENT,David,Eve,7821.22,18183.39,10362.169999999998,1993.06,9814.28,1,1234-5678-9012-0880,2024-08-17 16:29:14.570815
CASH_IN,Alice,Bob,4910.9,19233.96,14323.06,16630.9,21541.800000000003,1,1234-5678-9012-0407,2024-04-27 16:29:14.570815
CASH_IN,John,Eve,4270.82,36677.22,32406.4,29661.22,33932.04,1,1234-5678-9012-0330,2024-01-16 16:29:14.570815
CASH_OUT,Alice,Jane,5901.07,8400.98,2499.91,48614.41,54515.48,0,1234-5678-9012-0920,2023-11-17 16:29:14.570815
PAYMENT,Alice,John,18.57,33068.56,33049.99,14646.54,14665.11,1,1234-5678-9012-0814,2023-10-23 16:29:14.570815
TRANSFER,Jane,Alice,749.59,31247.66,30498.07,4021.5,4771.09,1,1234-5678-9012-0757,2024-07-06 16:29:14.570815
DEBIT,Charlie,John,5243.82,46313.42,41069.6,26660.85,31904.67,1,1234-5678-9012-0812,2024-01-19 16:29:14.570815
TRANSFER,Charlie,Eve,1521.8,30795.3,29273.5,49097.13,50618.93,1,1234-5678-9012-0491,2024-08-30 16:29:14.570815
CASH_IN,Alice,Eve,9350.54,14616.22,5265.6799999999985,37893.68,47244.22,1,1234-5678-9012-0199,2024-03-01 16:29:14.570815
PAYMENT,Jane,Alice,2605.65,35484.86,32879.21,44821.66,47427.310000000005,1,1234-5678-9012-0835,2024-03-22 16:29:14.570815
CASH_IN,John,Alice,558.6,46640.13,46081.53,7682.34,8240.94,1,1234-5678-9012-0877,2024-02-02 16:29:14.570815
CASH_IN,John,Bob,9739.73,40507.25,30767.52,8208.01,17947.739999999998,1,1234-5678-9012-0260,2024-03-11 16:29:14.570815
PAYMENT,Charlie,Jane,2273.01,44793.38,42520.369999999995,47432.96,49705.97,1,1234-5678-9012-0575,2024-07-08 16:29:14.570815
DEBIT,Eve,John,9496.58,49193.6,39697.02,11325.65,20822.23,1,1234-5678-9012-0624,2024-06-20 16:29:14.570815
TRANSFER,Charlie,Eve,5013.77,29061.26,24047.489999999998,16712.26,21726.03,1,1234-5678-9012-0938,2024-01-19 16:29:14.570815
